ENSG chr ENSGStart ENSGEnd O0 O20 O60 O2H O4H O24H N0 N20 N60 N2H N4H N24H
ENSG00000224114 chr1 206695837 206696269 333 64 64 55 60 119 45 46 35 38 30 24
ENSG00000224157 chr6 28896530 28897322 28 8 2 8 0 0 26 20 26 6 0 0
ENSG00000224165 chr2 24971390 25039694 166 58 48 49 33 31 175 95 221 60 128 45
ENSG00000224184 chr2 11848622 12578348 34 18 15 34 33 31 14 14 20 35 68 12
ENSG00000224186 chr5 135033280 135358219 135 73 118 51 10 59 19 16 17 4 12 14
ENSG00000224187 chr3 187958775 187976407 4 0 3 11 11 7 0 0 16 24 26 1
ENSG00000224195 chr10 73813518 73814737 7 3 6 2 5 3 11 6 4 1 9 3
ENSG00000224215 chr10 23343957 23345181 1 0 0 1 3 2 4 5 8 1 1 6
ENSG00000224227 chr1 247990267 247991204 1 0 0 0 1 2 2 0 9 1 1 4
ENSG00000224237 chr3 27214816 27215018 1 2 0 0 1 8 1 0 0 0 2 9
ENSG00000224255 chr1 52179848 52180553 1 1 0 0 3 4 4 1 1 2 4 2
ENSG00000224261 chr1 160266340 160267225 14 0 2 1 0 2 6 6 9 1 2 2
ENSG00000224281 chrX 119466034 119469098 82 16 15 16 25 51 15 28 18 30 50 21
ENSG00000224292 chrX 48506523 48508838 3 1 2 3 2 4 3 0 6 5 6 8
ENSG00000224295 chr11 5518441 5524955 4 2 1 0 0 4 3 0 3 1 2 1
ENSG00000224315 chr1 8786211 8786913 2 2 0 12 6 18 7 0 15 5 17 11
ENSG00000224316 chr7 65773620 65802067 19 14 13 13 9 24 33 18 46 12 21 13
ENSG00000224328 chr6 30703067 30713184 50 9 26 25 9 20 5 3 16 4 3 1
ENSG00000224356 chr13 100535741 100587146 15 9 4 6 8 10 34 12 53 15 11 25
ENSG00000224358 chr1 165768929 165775176 43 16 29 57 70 169 52 23 126 74 94 58
ENSG00000224373 chr14 106627249 106627825 43 3 5 4 3 3 0 8 2 2 2 0
ENSG00000224389 chr6 32014762 32035418 1 0 0 4 3 0 6 0 0 7 4 0
ENSG00000224397 chr20 50267486 50279795 109 33 26 26 50 23 9 4 0 0 3 2
ENSG00000224415 chr7 103141349 103141939 8 1 1 4 6 13 2 0 9 2 7 8
ENSG00000224418 chr13 98577244 98578830 26 11 8 14 13 5 11 9 26 18 19 3
ENSG00000224420 chr19 49688664 49690575 8 2 4 4 11 52 11 9 23 11 30 61
ENSG00000224430 chrX 74161062 74162528 4 3 3 3 7 8 18 8 16 0 7 2
ENSG00000224441 chr15 90932586 90935130 27 4 1 7 0 2 10 5 15 6 4 1
ENSG00000224442 chr2 197028711 197030143 29 24 8 21 33 21 30 17 25 14 64 16
ENSG00000224451 chr13 51598416 51599460 26 40 25 10 7 10 37 41 55 14 6 3
ENSG00000224452 chr20 32170390 32170790 2 0 2 0 0 0 9 4 0 1 0 0
ENSG00000224460 chr6 142946047 142956698 222 67 170 249 294 60 113 85 405 272 533 57
ENSG00000224467 chr2 161096231 161160224 63 37 142 108 80 29 31 18 81 51 85 15
ENSG00000224470 chr16 71845991 71885268 2254 847 877 987 860 705 2290 1800 2819 1775 1379 765
ENSG00000224478 chr6 159107791 159116053 5 15 8 4 0 2 16 16 12 4 4 5
ENSG00000224479 chr3 63741827 63827445 8 4 12 17 39 61 15 20 89 39 119 79
ENSG00000224481 chr1 148328999 148344636 18 4 8 2 0 1 3 5 17 3 1 5
ENSG00000224505 chr17 45150400 45161510 460 215 218 252 231 179 624 503 1154 583 613 191
ENSG00000224509 chr2 104936241 105038496 13 2 7 2 4 3 8 6 14 3 4 2
ENSG00000224530 chr20 53421199 53421656 6 3 0 3 12 7 7 9 2 2 5 7
ENSG00000224533 chrX 155466540 155611616 8 4 6 9 8 10 3 2 6 4 16 6
ENSG00000224541 chr21 26158091 26175824 24 2 12 6 5 7 2 1 1 1 7 2
ENSG00000224553 chr2 171374931 171375278 4 2 1 2 2 6 0 0 4 0 2 6
ENSG00000224592 chr1 38047314 38119025 3 1 2 4 8 30 2 0 10 8 7 14
ENSG00000224596 chr10 78943328 79067895 147 105 111 130 128 93 193 129 164 53 76 9
ENSG00000224610 chrX 39226103 39299786 18 5 18 261 423 732 14 11 96 232 671 570
ENSG00000224613 chr1 103418079 103525483 18 6 29 36 73 84 44 53 272 113 206 72
ENSG00000224614 chr3 195908076 195911257 36 19 24 23 5 7 32 11 52 19 13 2
ENSG00000224616 chr1 100264009 100266120 72 14 5 4 3 13 58 33 58 21 18 16
ENSG00000224618 chr3 30626423 30626797 7 7 5 10 4 0 0 0 7 1 4 0
ENSG00000224635 chr20 38406011 38416797 21 12 40 145 271 344 43 13 148 186 443 251
ENSG00000224638 chr2 173880865 173899428 92 48 54 72 31 64 227 122 211 65 151 66
ENSG00000224647 chr17 7330452 7335413 2 0 1 1 2 4 2 5 5 1 0 0
ENSG00000224652 chr3 196142636 196160890 1 2 0 1 5 0 2 0 2 0 3 3
ENSG00000224666 chr6 36386831 36393462 0 0 2 1 4 3 0 2 2 1 9 0
ENSG00000224707 chr6 20437821 20440178 1 6 8 8 9 27 3 3 17 6 32 17
ENSG00000224728 chr3 15878047 15879571 8 7 4 3 6 7 11 12 11 5 14 1
ENSG00000224729 chr7 100589402 100604206 6 1 3 2 2 17 13 13 32 10 1 9
ENSG00000224761 chr10 38164648 38212417 10 10 3 0 1 5 20 10 13 1 0 4
ENSG00000224769 chr3 195614947 195620233 14 6 13 18 14 13 19 28 47 11 25 8
ENSG00000224775 chrX 75582676 75585506 5 2 3 2 2 0 3 5 2 0 1 2
ENSG00000224786 chr4 122730548 122732193 6 0 0 1 2 6 2 9 8 1 2 1
ENSG00000224789 chr2 120174885 120216544 18 14 18 25 105 175 31 27 64 39 237 68
ENSG00000224802 chr9 34109171 34109968 1 0 3 3 7 10 1 3 18 5 0 9
ENSG00000224830 chr1 247938973 247939659 1 1 2 1 0 2 3 0 6 0 3 2
ENSG00000224831 chr3 149982181 149983308 9 1 2 2 3 5 4 11 7 4 3 9
ENSG00000224848 chr9 96687056 96721121 2 9 20 8 11 39 5 9 69 37 23 31
ENSG00000224853 chr13 73413473 73648253 23 24 9 2 2 8 25 20 25 6 3 5
ENSG00000224856 chr22 43957027 43957348 5 3 0 0 2 7 9 6 7 5 4 7
ENSG00000224861 chr14 66012830 66013789 15 2 1 1 4 18 3 6 4 4 6 20
ENSG00000224870 chr1 1399522 1402046 136 66 131 214 222 272 135 71 376 317 421 289
ENSG00000224875 chr2 42143238 42170301 70 26 85 31 28 25 24 22 88 29 21 22
ENSG00000224892 chr13 51454164 51461315 18 5 2 9 15 15 9 5 4 14 21 14
ENSG00000224895 chr3 47960327 47961081 3 2 1 2 4 11 3 1 1 3 7 2
ENSG00000224897 chr7 124929873 125179315 102 41 57 43 29 30 145 91 191 137 123 26
ENSG00000224934 chr10 99431191 99438117 13 7 14 17 20 75 33 26 122 54 79 75
ENSG00000224940 chr7 128350325 128361685 4 0 3 5 5 6 9 4 3 4 10 8
ENSG00000224950 chr1 116493016 116499212 5 2 9 62 77 61 2 1 28 44 70 29
ENSG00000224957 chr3 536231 846015 4 2 0 7 1 7 1 0 2 1 2 7
ENSG00000224967 chr2 117934025 117934789 16 5 12 14 8 4 16 32 36 21 22 2
ENSG00000224972 chr9 6902670 6978859 20 6 8 16 15 9 19 14 23 12 29 6
ENSG00000224975 chrX 47204921 47205865 21 21 40 53 35 26 84 53 177 92 72 29
ENSG00000224976 chr13 19349137 19407962 4 3 5 4 8 1 10 10 9 4 7 6
ENSG00000224977 chr1 174022509 174022985 68 11 18 12 10 0 19 15 35 16 7 2
ENSG00000224985 chr1 161153760 161159349 72 23 31 17 3 10 12 5 8 1 0 2
ENSG00000225022 chr20 5292388 5292831 10 3 2 3 1 3 0 3 4 2 3 5
ENSG00000225031 chrX 111619677 111621489 50 16 9 7 11 21 28 20 27 23 19 31
ENSG00000225051 chr5 179679032 179694768 11 3 2 0 1 10 4 4 7 3 1 7
ENSG00000225062 chr2 218366665 218367835 35 1 3 11 5 0 3 3 2 7 0 3
ENSG00000225067 chr19 15611657 15612122 69 14 7 4 1 18 13 15 25 11 22 10
ENSG00000225082 chr1 155586644 155602197 14 9 12 30 27 66 15 37 66 26 66 52
ENSG00000225091 chr20 38427309 38427442 227 72 47 46 72 171 53 27 50 60 71 109
ENSG00000225092 chr6 7183083 7185287 48 30 32 27 19 31 62 38 105 53 77 14
ENSG00000225093 chr6 108004357 108005568 16 0 0 1 0 2 3 1 8 4 2 0
ENSG00000225105 chr13 25193107 25210295 1 0 0 0 3 0 3 2 4 1 2 1
ENSG00000225125 chrX 136807223 136807877 2 1 2 3 0 0 5 1 3 3 8 1
ENSG00000225138 chr5 473236 480884 232 169 155 164 226 342 246 145 257 155 336 536
ENSG00000225171 chr1 166868748 166869209 2 1 1 2 2 1 4 0 2 3 3 0
ENSG00000225178 chr19 23827162 23828049 183 35 20 28 18 68 71 119 80 99 83 124
ENSG00000225187 chr2 47067822 47071204 6 12 10 13 5 12 26 9 24 14 19 10
ENSG00000225190 chr17 45435900 45490749 2099 1017 1518 1242 884 893 2891 2340 3980 2032 1420 932
ENSG00000225192 chr10 37794276 37796109 0 1 0 2 2 6 4 1 5 2 6 5
ENSG00000225194 chr9 96019732 96027965 22 3 20 34 25 4 7 9 48 60 55 4
ENSG00000225205 chr2 172480840 172556596 244 70 167 165 213 164 216 157 491 259 363 173
ENSG00000225240 chr3 196452996 196453055 0 0 0 1 1 1 1 0 4 1 2 2
ENSG00000225264 chr7 29598795 29685255 26 22 33 24 17 38 98 60 107 41 54 36
ENSG00000225271 chrX 8980425 8982505 5 3 1 0 0 0 16 7 6 0 0 0
ENSG00000225292 chr10 112888735 112906111 55 28 18 3 1 28 58 68 33 12 8 17
ENSG00000225302 chr10 116828761 116850205 3 4 4 7 5 7 2 3 11 10 13 10
ENSG00000225313 chr1 33307348 33349245 80 25 44 25 13 13 8 14 12 4 19 11
ENSG00000225329 chr7 104894628 104926645 28 19 14 5 2 7 35 30 36 13 11 6
ENSG00000225335 chr22 18076527 18078884 22 6 17 8 12 13 30 11 35 23 22 8
ENSG00000225345 chr9 38566260 38568211 16 18 17 8 13 31 35 15 52 12 21 36
ENSG00000225358 chr7 112735166 112738693 0 0 0 0 0 1 0 5 10 0 1 0
ENSG00000225361 chr9 135462727 135480777 0 1 2 6 3 0 1 1 3 6 2 1
ENSG00000225376 chr9 101468439 101481502 0 2 0 0 0 1 1 0 4 3 4 0
ENSG00000225407 chr5 76691439 76716215 21 19 6 8 6 5 1 2 16 4 5 4
ENSG00000225419 chr20 18485265 18486052 3 1 3 0 0 0 1 0 7 0 2 8
ENSG00000225422 chr12 66234079 66235234 10 4 2 2 2 1 2 5 9 9 12 4
ENSG00000225423 chr10 84390908 84392045 58 29 78 59 35 33 116 71 222 51 62 13
ENSG00000225447 chr1 45645816 45646197 29 10 19 15 21 14 24 16 42 18 32 11
ENSG00000225489 chr9 6716495 6727438 6 2 10 5 1 19 22 17 10 3 3 31
ENSG00000225498 chr7 90312496 90322592 0 0 1 0 0 0 0 1 8 0 0 1
ENSG00000225511 chr9 92141298 92160114 0 0 0 0 0 2 5 0 1 3 1 0
ENSG00000225518 chr1 226083639 226090292 41 57 16 5 1 8 160 96 64 13 9 2
ENSG00000225521 chr2 241015599 241064116 101 84 104 74 23 28 181 119 190 46 55 19
ENSG00000225526 chr3 12514934 12561059 15 13 18 19 2 3 8 3 11 2 4 1
ENSG00000225527 chr10 18531849 18533336 1 1 0 7 16 11 2 0 4 7 13 10
ENSG00000225548 chr3 27802762 27891301 0 1 0 1 3 0 4 6 2 4 4 1
ENSG00000225556 chr1 151837819 151840557 16 1 7 5 7 32 2 6 3 5 9 13
ENSG00000225558 chr3 37134658 37135102 2 3 0 0 0 3 1 2 1 1 5 2
ENSG00000225568 chr1 87045875 87046700 11 5 7 3 11 5 13 10 19 6 9 0
ENSG00000225573 chr7 66606738 66607107 45 8 7 12 6 20 9 18 11 22 23 20
ENSG00000225578 chr3 196939877 196942534 79 34 30 24 26 21 88 73 116 53 61 8
ENSG00000225579 chr13 77828222 77833950 7 1 0 2 0 5 13 7 16 7 10 8
ENSG00000225591 chr1 173741674 173741928 2 2 6 4 5 5 9 14 19 5 6 4
ENSG00000225614 chr16 88427471 88440757 25 12 9 12 11 35 14 11 14 14 26 76
ENSG00000225637 chr21 43363332 43366566 5 0 2 0 0 0 4 5 10 2 0 0
ENSG00000225640 chr20 5507875 5510002 0 0 0 4 3 6 15 2 3 1 4 5
ENSG00000225643 chr1 25581478 25590356 136 85 51 36 22 9 269 191 209 52 55 12
ENSG00000225647 chr7 108598375 108614267 0 0 1 4 5 1 5 0 26 4 7 0
ENSG00000225648 chr7 72829425 72836701 2565 1216 886 739 739 869 3168 2665 2979 1715 1450 899
ENSG00000225657 chr20 56577563 56598621 0 0 5 0 0 4 6 2 3 1 1 0
ENSG00000225663 chr17 81822361 81833302 585 142 160 389 893 1210 300 307 589 642 1501 1352
ENSG00000225675 chr1 53328233 53336509 10 0 0 2 8 81 7 6 12 10 42 101
ENSG00000225676 chr22 30184644 30207109 10 6 5 4 1 1 0 0 3 1 4 2
ENSG00000225721 chr1 44759037 44775810 255 65 120 98 89 96 74 54 86 77 124 32
ENSG00000225731 chr21 42733594 42741758 1 0 2 2 0 0 6 2 3 1 0 0
ENSG00000225733 chr3 14920347 14948424 1040 357 372 493 457 1487 1016 888 1507 1392 1129 1670
ENSG00000225750 chr1 29144494 29146994 15 9 26 21 47 54 37 50 87 33 45 42
ENSG00000225756 chr9 133654586 133657313 43 23 24 14 17 22 63 35 77 31 64 34
ENSG00000225761 chr10 74005137 74027915 1 6 8 2 3 5 3 8 9 0 1 1
ENSG00000225766 chr14 24036453 24051028 6 5 7 3 2 9 6 9 5 1 1 4
ENSG00000225779 chr1 46370586 46370955 2 1 1 1 2 9 10 12 22 6 13 4
ENSG00000225808 chr2 177229191 177229506 21 13 29 17 15 15 26 20 78 28 62 6
ENSG00000225822 chr3 196431385 196432530 17 9 7 2 3 0 24 10 17 5 2 0
ENSG00000225830 chr10 49455368 49539538 1205 519 606 553 416 891 1625 1209 2003 868 995 574
ENSG00000225840 chrY 10197256 10199103 14 5 12 5 0 2 1 1 6 2 1 0
ENSG00000225850 chr10 97334564 97343203 15 11 7 2 10 0 10 7 9 4 12 2
ENSG00000225855 chr1 155316863 155324176 16 8 13 25 17 68 5 0 13 27 28 50
ENSG00000225857 chr1 180906651 180909166 0 1 0 4 0 18 3 0 2 0 8 14
ENSG00000225873 chr3 44421127 44439946 2 5 2 0 0 0 0 0 3 7 6 1
ENSG00000225880 chr1 826206 827522 28 13 11 20 25 16 38 35 63 25 20 7
ENSG00000225889 chr2 64143239 64252859 342 171 176 143 132 22 210 207 496 275 292 33
ENSG00000225891 chr1 26462756 26467282 17 18 18 13 16 28 61 38 77 47 55 12
ENSG00000225900 chr2 39098149 39098445 10 10 13 29 17 9 24 16 32 19 25 7
ENSG00000225914 chr6 32255711 32265838 4 1 0 0 0 0 2 2 6 0 0 0
ENSG00000225938 chr1 101235683 101236528 179 53 59 95 122 29 145 107 173 86 161 52
ENSG00000225940 chr5 56511567 56606232 23 9 8 3 3 1 8 13 9 2 2 0
ENSG00000225945 chr6 37815777 37819218 51 7 9 27 17 7 41 24 38 26 27 8
ENSG00000225948 chr10 6618716 6625346 129 31 67 108 129 31 108 111 450 340 421 46
ENSG00000225964 chr2 6828514 6840464 18 24 25 13 35 62 31 8 31 11 64 13
ENSG00000225972 chr1 629062 629433 15 1 0 1 0 4 1 4 0 6 5 2
ENSG00000225979 chr2 197311393 197312740 23 2 15 12 12 6 6 5 42 28 40 7
ENSG00000226009 chr10 101819078 101828779 35 8 8 1 4 26 19 15 22 4 7 19
ENSG00000226025 chr19 39679374 39686373 4 0 1 0 3 58 0 3 2 1 12 59
ENSG00000226048 chrX 46684765 46685707 1 2 2 1 2 12 4 1 0 0 10 7
ENSG00000226049 chr17 34036681 34039872 15 11 3 7 9 1 13 9 14 19 17 5
ENSG00000226051 chr10 75269819 75373500 15 1 9 31 21 2 12 4 79 90 89 1
ENSG00000226072 chr2 169658132 169661357 3 1 6 1 0 0 4 3 19 2 0 0
ENSG00000226091 chr12 8295986 8396803 22 8 25 8 9 19 7 7 32 18 7 5
ENSG00000226117 chr17 39839369 39839524 8 4 4 8 3 12 10 6 11 6 29 3
ENSG00000226137 chr17 81029130 81034881 9 5 1 3 10 12 5 4 11 4 19 7
ENSG00000226155 chr3 195912049 195913986 4 0 3 5 4 6 10 5 33 12 5 3
ENSG00000226161 chr13 36938400 36939494 4 1 0 0 1 0 4 2 1 1 3 2
ENSG00000226174 chr14 105398579 105450106 18 8 26 62 128 152 38 22 125 95 188 140
ENSG00000226180 chr16 87693537 87696147 28 8 7 22 58 70 32 17 41 31 123 58
ENSG00000226194 chr6 169369998 169388385 0 0 0 0 0 2 0 0 6 0 0 5
ENSG00000226200 chr10 50624951 50641451 95 25 19 21 35 30 189 146 147 82 107 48
ENSG00000226232 chr16 69976388 69996188 2 2 3 9 5 7 17 6 18 9 8 0
ENSG00000226233 chr22 37215738 37215891 1 1 1 1 0 2 3 5 10 7 11 1
ENSG00000226251 chr1 212225278 212238977 4 0 2 0 0 1 2 0 0 6 2 1
ENSG00000226253 chr10 74527584 74527947 3 3 2 2 7 11 2 3 5 2 9 6
ENSG00000226259 chr5 70415352 70448015 45 20 29 45 66 190 62 79 123 87 182 196
ENSG00000226266 chr2 159670708 159712435 56 53 60 37 26 110 110 71 162 61 58 38
ENSG00000226276 chr2 215939308 215941719 0 0 2 1 2 13 1 1 8 1 5 11
ENSG00000226278 chr7 55764797 55773288 81 28 21 18 13 72 38 40 49 16 10 20
ENSG00000226287 chr22 20701114 20704606 126 49 25 20 19 14 96 68 92 34 22 6
ENSG00000226312 chr2 201140278 201157823 57 25 84 109 23 8 5 9 11 0 1 0
ENSG00000226320 chr3 34159334 34562877 9 9 9 5 3 1 5 6 5 5 3 3
ENSG00000226330 chr1 204377850 204435846 389 143 375 160 42 62 40 22 72 21 36 24
ENSG00000226348 chr16 77220406 77221258 0 0 0 0 0 4 3 2 4 4 2 5
ENSG00000226349 chr1 225710968 225736274 5 1 2 2 1 2 6 3 10 3 1 0
ENSG00000226352 chr13 19674624 19675884 12 1 6 5 7 7 12 10 19 7 12 8
ENSG00000226360 chr3 61742455 61743106 23 0 0 2 2 3 1 2 1 4 5 3
ENSG00000226380 chr7 130876747 130913310 3795 2844 4778 10878 13959 20612 6450 4990 20400 9343 21234 10435
ENSG00000226383 chr2 156011530 156254950 107 71 61 80 48 33 215 140 296 151 170 19
ENSG00000226396 chr1 19608114 19608568 54 28 52 43 52 43 60 59 119 78 92 25
ENSG00000226423 chr2 242025183 242026176 24 9 11 32 24 2 28 23 51 41 69 4
ENSG00000226435 chr3 198053522 198080720 1 1 7 22 30 154 4 0 14 65 196 177
ENSG00000226445 chr6 169213254 169239565 6 1 1 0 2 19 6 1 8 1 5 14
ENSG00000226450 chr22 42149886 42155001 26 25 31 29 37 41 98 67 147 45 93 38
ENSG00000226469 chr12 111927018 111929017 0 0 1 4 6 9 0 0 3 3 11 2
ENSG00000226472 chr12 30978308 31006010 3 0 1 0 2 54 1 1 2 1 2 6
ENSG00000226498 chr1 236819634 236820518 20 12 16 13 14 10 43 22 52 18 12 7
ENSG00000226501 chr21 33334571 33335096 7 1 5 4 9 3 10 5 21 9 13 5
ENSG00000226526 chr1 16978926 17005091 24 6 23 14 2 7 11 3 2 1 0 1
ENSG00000226562 chr9 33580695 33605293 5 0 2 1 0 17 2 3 1 3 3 1
ENSG00000226578 chr10 37775371 37784131 2 2 4 0 2 27 9 0 12 12 9 14
ENSG00000226601 chr1 223181144 223188154 1 0 1 4 5 0 0 0 7 3 3 0
ENSG00000226640 chr1 193678894 193727035 85 71 42 49 76 212 119 68 88 36 125 50
ENSG00000226647 chr10 5712174 5744067 36 23 57 56 9 9 2 4 6 5 9 2
ENSG00000226660 chr7 142300924 142301432 167 15 36 39 44 67 93 58 94 75 109 97
ENSG00000226664 chr1 20294211 20323187 11 2 2 6 8 6 11 2 23 20 27 1
ENSG00000226676 chr10 79628757 79632188 8 4 1 0 0 1 17 2 3 6 1 0
ENSG00000226677 chr14 34939324 34940332 2 0 0 1 0 0 0 3 7 3 1 0
ENSG00000226686 chr19 37251912 37265535 0 3 1 0 3 1 5 0 9 0 1 1
ENSG00000226688 chr10 95753206 96090238 405 173 182 170 253 1726 520 371 754 418 665 1550
ENSG00000226699 chr10 133345754 133350726 7 2 7 11 15 33 21 13 32 17 41 25
ENSG00000226742 chr18 79964561 79970822 483 165 124 62 25 36 407 342 309 150 63 48
ENSG00000226752 chr9 120824828 120851355 206 78 71 106 57 135 662 518 1039 434 551 439
ENSG00000226758 chr1 231925834 231945233 3 1 1 0 2 2 2 1 0 3 5 0
ENSG00000226761 chr12 11061365 11062294 6 8 5 4 7 17 21 10 19 7 20 11
ENSG00000226763 chr19 43596617 43614497 27 12 10 10 6 24 13 12 21 6 7 19
ENSG00000226777 chr14 105917979 105932642 51 18 9 16 6 5 20 14 18 16 15 2
ENSG00000226791 chr2 98761938 98772920 105 38 31 15 6 10 105 74 134 73 28 13
ENSG00000226801 chr9 33968071 33968518 0 3 6 7 11 17 3 10 22 11 17 7
ENSG00000226816 chr7 23206013 23208045 12 2 3 3 3 6 1 2 3 3 2 0
ENSG00000226823 chr9 33503655 33510711 4 2 3 2 5 8 22 7 11 8 5 7
ENSG00000226824 chr7 66654538 66669855 181 145 191 173 204 251 282 218 591 317 314 200
ENSG00000226828 chr1 243917402 244047317 7 2 2 4 1 0 1 3 0 2 5 2
ENSG00000226849 chr1 11068471 11073097 18 13 24 18 10 12 2 1 12 5 24 17
ENSG00000226851 chr7 112328189 112409623 28 9 12 5 5 6 5 3 8 4 7 3
ENSG00000226856 chr2 118132128 118186386 11 3 5 1 4 2 4 13 13 5 4 5
ENSG00000226864 chr10 121928312 121951965 18 16 25 28 24 53 12 14 89 55 43 42
ENSG00000226913 chr3 49549306 49554366 1 0 0 0 0 7 0 0 3 1 1 12
ENSG00000226942 chr16 29336 38321 9 4 11 10 13 82 21 17 16 16 12 56
ENSG00000226950 chr4 52712404 52720351 1070 239 215 327 437 1858 465 383 735 667 860 2082
ENSG00000226954 chr22 49718053 49724506 4 3 2 0 0 19 14 8 9 4 5 13
ENSG00000226965 chr7 110432239 110534754 8 7 6 2 0 2 12 10 9 2 0 0
ENSG00000226971 chrX 48446893 48448879 3 0 0 0 0 1 4 0 4 3 2 0
ENSG00000226987 chr9 131240687 131241724 3 0 2 2 1 4 4 1 3 0 3 0
ENSG00000226989 chr22 42853403 42853799 10 4 3 4 6 4 14 9 13 9 25 3
ENSG00000227028 chr2 39786453 40255209 8 4 7 2 1 93 7 4 8 3 7 65
ENSG00000227036 chr17 72323123 72640472 137 127 322 274 156 118 120 96 268 97 151 38
ENSG00000227039 chr21 44921051 44929678 383 122 109 94 38 47 381 300 335 137 61 36
ENSG00000227045 chr1 151701026 151708386 3 2 0 1 3 9 1 1 7 12 12 2
ENSG00000227051 chr14 96039324 96093889 90 61 84 55 33 33 37 49 154 68 29 25
ENSG00000227053 chr7 101014320 101017608 23 6 1 1 0 6 22 16 28 18 6 4
ENSG00000227055 chr2 159812234 159814009 4 1 0 4 2 9 4 10 5 1 2 6
ENSG00000227057 chr6 33279108 33289527 292 106 119 320 1308 4104 241 135 547 645 2956 4763
ENSG00000227082 chr1 121396754 121463129 28 15 15 21 26 15 39 20 67 23 47 12
ENSG00000227110 chr3 7952805 8611924 28 9 18 13 10 127 38 30 40 15 14 89
ENSG00000227124 chr3 75709643 75785583 143 71 72 124 88 462 208 141 315 141 256 360
ENSG00000227145 chr4 122618983 122689156 2 2 11 40 155 780 4 4 37 32 161 624
ENSG00000227161 chr15 59644298 59672302 1538 411 414 403 423 1421 1457 1081 1625 1253 1452 1678
ENSG00000227165 chr10 120761812 120851345 54 27 20 37 28 56 26 13 50 28 59 43
ENSG00000227166 chrY 15547216 15593331 0 0 1 0 0 0 1 0 5 4 0 0
ENSG00000227172 chr7 39545646 39566239 2 2 0 0 1 11 4 1 8 4 3 5
ENSG00000227179 chr1 111382860 111391819 1 3 1 1 0 0 17 5 16 6 2 0
ENSG00000227183 chrX 131646639 131646890 6 2 0 1 2 6 1 1 1 1 3 14
ENSG00000227191 chr7 38239580 38249572 112 27 58 36 22 13 91 73 164 129 79 23
ENSG00000227192 chr6 143039425 143042324 0 4 0 1 3 0 12 2 7 1 6 1
ENSG00000227210 chr2 19990217 20004210 2 0 0 1 1 3 1 2 0 3 1 3
ENSG00000227213 chr13 24252749 24254439 30 4 8 5 3 0 14 16 26 4 12 0
ENSG00000227268 chr10 87859161 87863437 12 3 3 1 4 14 14 11 17 10 10 10
ENSG00000227331 chr2 158548425 158549224 4 0 4 6 14 6 1 2 18 3 9 11
ENSG00000227344 chr7 53187388 53188938 0 2 0 1 2 3 0 1 4 2 2 1
ENSG00000227347 chr2 136199114 136200503 5 0 2 2 1 10 2 1 1 3 7 11
ENSG00000227356 chr10 97828478 97849798 2 0 3 0 1 7 3 1 3 3 6 3
ENSG00000227359 chr2 113677702 113704078 8 6 11 12 16 26 20 8 58 23 30 17
ENSG00000227370 chr22 42132543 42132998 2 1 2 0 1 1 2 1 3 0 6 1
ENSG00000227372 chr1 3735601 3747336 486 185 119 178 253 615 433 301 433 380 362 532
ENSG00000227375 chr3 197298252 197303747 1 0 0 3 0 1 1 2 13 9 2 0
ENSG00000227382 chr10 73199826 73201225 0 0 0 3 6 5 1 1 4 4 7 1
ENSG00000227383 chr9 34191555 34191881 47 29 31 32 25 13 57 39 38 23 36 6
ENSG00000227388 chr9 35772163 35790432 69 40 57 63 94 286 175 124 130 92 201 176
ENSG00000227431 chr20 49040463 49046044 11 2 1 1 4 6 9 7 8 5 10 11
ENSG00000227449 chr9 62376161 62435199 0 0 0 4 4 7 0 0 4 3 3 4
ENSG00000227456 chr21 34157724 34190244 8 4 12 69 84 189 34 15 103 69 185 139
ENSG00000227470 chr2 108878308 108878460 0 0 1 2 0 8 1 0 0 0 2 10
ENSG00000227473 chr8 144141214 144143664 3 0 1 0 0 1 14 4 2 1 0 0
ENSG00000227484 chr22 50314631 50316008 1 0 0 3 0 5 5 1 2 0 4 5
ENSG00000227486 chrX 55908123 56015173 64 57 60 56 33 118 146 89 200 84 84 59
ENSG00000227507 chr6 31580525 31582522 5440 1265 1286 1113 872 2434 2470 1889 2843 1996 1617 1844
ENSG00000227508 chr6 170272474 170279887 14 9 0 4 5 8 21 26 42 22 15 7
ENSG00000227517 chr17 69577251 69903000 14 20 10 7 7 7 37 11 18 6 5 7
ENSG00000227534 chrX 65469087 65470380 0 0 1 0 1 0 13 3 4 0 1 1
ENSG00000227535 chr6 104831129 104845820 33 4 9 6 8 24 11 25 16 22 8 33
ENSG00000227543 chr17 28598790 28617377 243 91 145 191 200 27 268 185 426 332 322 24
ENSG00000227550 chr7 142474096 142474567 4 0 0 2 0 2 2 2 2 4 5 0
ENSG00000227598 chr6 166969626 166999065 294 176 190 116 91 479 428 295 581 197 187 286
ENSG00000227615 chr11 74745716 74746114 165 26 28 22 24 42 27 21 29 22 29 14
ENSG00000227627 chr6 152983331 152990541 94 19 27 44 52 118 80 50 136 100 104 70
ENSG00000227632 chr2 130202312 130212628 2 1 2 0 0 0 3 0 13 4 6 7
ENSG00000227671 chr1 247189851 247210856 1083 622 461 404 402 1303 1692 1337 1844 859 998 1069
ENSG00000227694 chr17 61069871 61070341 15 3 1 3 0 5 8 10 17 10 10 6
ENSG00000227698 chr21 41874756 41877613 6 2 4 6 13 26 1 2 1 5 14 22
