ENSG,ET01,ET201,ET1H1,ET2H1,ET4H1,ET24H1
ENSG00000050730,24,7,14,31,109,332
ENSG00000050748,712,271,241,258,207,1236
ENSG00000050767,0,0,0,0,1,0
ENSG00000050820,0,0,0,1,0,1
ENSG00000051009,481,174,214,340,383,382
ENSG00000051108,4069,1657,1942,1321,2175,2811
ENSG00000051128,44,16,21,32,36,6
ENSG00000051180,24,11,9,6,9,709
ENSG00000051341,12,3,11,6,7,340
ENSG00000051382,873,270,236,493,758,1160
ENSG00000051523,3771,899,767,751,654,1347
ENSG00000051596,134,50,33,63,65,390
ENSG00000051620,2408,488,454,387,202,337
ENSG00000051825,1573,672,620,503,490,2046
ENSG00000052126,259,74,49,34,49,122
ENSG00000052344,2,0,0,0,0,0
ENSG00000052723,1001,299,299,320,392,1731
ENSG00000052749,706,470,991,1668,3864,4640
ENSG00000052795,549,167,261,809,1225,1167
ENSG00000052802,292,105,116,147,316,539
ENSG00000052841,1335,687,759,1021,1547,2430
ENSG00000052850,0,2,2,0,0,1
ENSG00000053108,0,3,0,0,3,14
ENSG00000053254,6513,1663,1092,703,905,2614
ENSG00000053328,1,0,0,1,0,0
ENSG00000053371,180,71,33,15,34,335
ENSG00000053372,137,33,69,289,1068,3351
ENSG00000053438,2,1,3,4,0,1
ENSG00000053501,358,114,148,168,180,485
ENSG00000053524,219,104,91,131,90,81
ENSG00000053702,6,3,4,4,3,1
ENSG00000053747,3,2,6,116,68,2
ENSG00000053770,640,278,323,300,292,1075
ENSG00000053900,373,207,165,168,304,1441
ENSG00000053918,1175,291,277,139,68,140
ENSG00000054116,450,102,140,243,326,1340
ENSG00000054118,3914,1243,1358,1581,1662,5055
ENSG00000054148,108,16,23,41,61,656
ENSG00000054179,0,0,1,0,3,0
ENSG00000054219,138,63,57,73,78,548
ENSG00000054267,6593,3051,3534,4055,2414,2348
ENSG00000054277,92,15,17,20,39,108
ENSG00000054282,626,173,118,133,199,385
ENSG00000054356,0,2,0,1,1,0
ENSG00000054392,54,27,16,31,66,30
ENSG00000054523,464,195,256,448,750,1726
ENSG00000054598,1,0,0,1,8,0
ENSG00000054611,866,378,293,353,518,1255
ENSG00000054654,16947,7528,6364,7954,12268,2511
ENSG00000054690,2,1,2,4,2,47
ENSG00000054793,40,12,7,3,12,20
ENSG00000054803,0,0,0,0,0,1
ENSG00000054965,787,201,153,156,124,317
ENSG00000054967,825,598,934,760,493,554
ENSG00000054983,494,187,196,202,138,374
ENSG00000055044,3304,1891,2269,2686,4452,8991
ENSG00000055070,4095,1168,1292,1648,1708,4556
ENSG00000055118,45,18,12,4,8,9
ENSG00000055130,1262,486,438,741,1134,3636
ENSG00000055147,485,152,103,181,202,918
ENSG00000055163,10416,3235,3131,2835,2908,8640
ENSG00000055208,8359,2141,2297,4410,4541,3799
ENSG00000055211,529,260,255,222,198,349
ENSG00000055332,2181,824,787,616,634,2709
ENSG00000055483,8194,3895,5730,5577,5561,4549
ENSG00000055609,8177,4394,5664,6930,5913,5140
ENSG00000055732,28,8,18,40,24,5
ENSG00000055813,0,0,0,0,0,0
ENSG00000055917,4257,1795,1806,2301,2485,5005
ENSG00000055950,367,96,91,159,153,704
ENSG00000055955,18,16,8,13,4,17
ENSG00000055957,0,0,0,0,0,0
ENSG00000056050,45,5,19,33,28,498
ENSG00000056097,3685,1275,1449,1451,2027,4113
ENSG00000056277,224,57,121,109,121,235
ENSG00000056487,0,0,0,0,0,0
ENSG00000056558,2223,1165,3509,11777,15969,9196
ENSG00000056586,3173,1145,1318,1858,1960,2279
ENSG00000056736,6,1,3,1,4,5
ENSG00000056972,738,232,242,220,211,497
ENSG00000056998,0,0,0,0,2,0
ENSG00000057019,29,9,20,19,24,184
ENSG00000057252,919,558,582,723,1096,1775
ENSG00000057294,7,6,1,1,5,7
ENSG00000057468,5,5,2,8,14,27
ENSG00000057593,4,0,0,1,1,4
ENSG00000057608,5770,1192,1158,1407,2122,9795
ENSG00000057657,3062,886,933,636,847,1377
ENSG00000057663,331,141,102,135,187,502
ENSG00000057704,193,22,43,33,23,14
ENSG00000057757,1548,419,430,428,342,1567
ENSG00000057935,735,193,177,156,132,619
ENSG00000058056,213,84,45,69,79,357
ENSG00000058063,4169,2207,2436,2563,2071,2832
ENSG00000058085,0,0,0,0,4,0
ENSG00000058091,70,20,22,41,81,24
ENSG00000058262,3060,993,1313,1866,2864,6472
ENSG00000058272,3806,1618,1549,1594,1410,3685
ENSG00000058335,0,0,1,4,0,0
ENSG00000058404,0,0,1,0,7,8
ENSG00000058453,379,206,259,129,123,383
ENSG00000058600,3686,1689,2463,2027,2203,2827
ENSG00000058668,1185,441,475,1230,1345,1319
ENSG00000058673,4831,1702,1854,1984,1863,3806
ENSG00000058729,435,173,263,279,381,907
ENSG00000058799,242,40,45,74,81,361
ENSG00000058804,276,76,118,182,446,1947
ENSG00000058866,12,3,12,4,11,37
ENSG00000059122,612,286,324,244,173,735
ENSG00000059145,318,187,246,227,155,512
ENSG00000059377,279,61,43,56,33,40
ENSG00000059378,712,334,382,527,711,683
ENSG00000059573,226,60,72,120,537,2241
ENSG00000059588,695,346,309,196,201,1456
ENSG00000059691,146,39,18,32,61,607
ENSG00000059728,1444,517,772,629,299,326
ENSG00000059758,2949,1649,2273,4083,2490,1642
ENSG00000059769,103,28,34,37,59,144
ENSG00000059804,15249,5309,7940,7324,4535,1561
ENSG00000059915,73,29,27,36,22,79
ENSG00000060069,1550,676,965,863,807,877
ENSG00000060138,1907,533,757,749,1051,2303
ENSG00000060140,1,0,0,0,0,0
ENSG00000060237,9549,3487,3723,5975,10579,7208
ENSG00000060339,2824,1218,1267,1588,1384,4658
ENSG00000060491,783,432,374,502,1093,1035
ENSG00000060558,462,156,244,453,534,508
ENSG00000060566,0,0,0,0,0,1
ENSG00000060642,93,42,43,112,200,228
ENSG00000060656,0,0,0,3,1,7
ENSG00000060688,475,235,296,409,651,2574
ENSG00000060709,0,0,0,0,0,3
ENSG00000060718,0,0,0,1,0,0
ENSG00000060749,731,179,201,254,288,946
ENSG00000060762,365,88,83,49,59,319
ENSG00000060971,923,375,242,179,200,814
ENSG00000060982,64,16,22,94,220,624
ENSG00000061273,2014,870,1072,1407,1361,4826
ENSG00000061337,23,9,5,4,8,9
ENSG00000061492,0,3,1,1,0,0
ENSG00000061656,66,29,103,117,86,15
ENSG00000061676,116,67,49,184,283,709
ENSG00000061794,821,211,217,315,444,1808
ENSG00000061918,54,7,4,1,10,12
ENSG00000061936,2489,1107,1237,1393,1502,2122
ENSG00000061938,2115,827,942,747,669,552
ENSG00000061987,1516,751,925,1397,1318,1954
ENSG00000062038,13,0,1,0,2,3
ENSG00000062194,5578,1956,2283,3001,2344,2851
ENSG00000062282,89,13,16,24,45,206
ENSG00000062370,0,0,0,0,0,1
ENSG00000062485,3249,1044,1334,1992,2801,10432
ENSG00000062524,61,32,33,28,34,0
ENSG00000062582,68,27,20,19,49,118
ENSG00000062598,2005,1165,1583,1397,863,1342
ENSG00000062650,2698,934,1052,1315,1617,3114
ENSG00000062716,3940,1300,4286,8340,9768,8024
ENSG00000062725,685,204,258,393,457,1086
ENSG00000062822,239,90,75,64,100,2204
ENSG00000063015,4,3,12,3,6,0
ENSG00000063046,32002,8137,6634,6028,6219,16324
ENSG00000063127,49,38,14,29,16,15
ENSG00000063169,841,346,304,213,199,299
ENSG00000063176,110,56,85,62,105,1231
ENSG00000063177,53582,12535,10583,11238,12184,18715
ENSG00000063180,303,75,86,67,27,200
ENSG00000063241,35,4,11,18,82,810
ENSG00000063244,1960,776,1314,1557,2244,6033
ENSG00000063245,777,308,379,491,646,866
ENSG00000063322,1079,299,689,812,499,785
ENSG00000063438,5,2,0,4,10,263
ENSG00000063515,0,0,0,0,0,0
ENSG00000063587,547,158,256,299,249,506
ENSG00000063601,1253,530,526,803,1356,1413
ENSG00000063660,15,3,2,1,15,155
ENSG00000063761,45,7,11,7,30,136
ENSG00000063854,297,78,62,158,156,494
ENSG00000063978,2614,923,1414,1548,1420,3210
ENSG00000064012,2822,1637,2158,1603,1091,985
ENSG00000064042,0,1,2,0,0,13
ENSG00000064102,483,146,220,199,274,2140
ENSG00000064115,276,118,83,101,82,977
ENSG00000064195,0,0,0,0,0,2
ENSG00000064199,29,8,4,0,4,45
ENSG00000064201,312,137,79,39,39,10
ENSG00000064225,42,20,54,28,19,31
ENSG00000064270,4,0,0,0,0,0
ENSG00000064300,0,1,6,6,5,0
ENSG00000064309,18,5,4,14,19,153
ENSG00000064313,901,357,594,803,928,2521
ENSG00000064393,2626,905,891,923,1241,1455
ENSG00000064419,1024,412,535,710,942,3153
ENSG00000064489,0,0,0,2,0,2
ENSG00000064490,504,138,126,92,96,1186
ENSG00000064545,138,19,31,39,107,560
ENSG00000064547,626,256,386,407,497,211
ENSG00000064601,1205,264,294,337,325,2008
ENSG00000064607,1046,543,543,563,705,1661
ENSG00000064651,509,196,339,487,530,1124
ENSG00000064652,61,22,17,13,12,52
ENSG00000064655,0,0,3,0,0,0
ENSG00000064666,9913,2279,2292,1932,1091,2371
ENSG00000064687,1430,566,557,441,251,199
ENSG00000064703,800,287,411,510,541,1134
ENSG00000064726,774,423,443,556,476,1584
ENSG00000064763,53,15,41,25,21,146
ENSG00000064787,6,1,2,0,3,4
ENSG00000064835,0,0,0,0,0,0
ENSG00000064886,292,55,60,87,76,39
ENSG00000064932,1873,863,1415,1562,3142,2811
ENSG00000064933,194,50,41,54,109,1088
ENSG00000064961,613,185,172,100,144,530
ENSG00000064989,11,6,3,18,32,15
ENSG00000064995,484,171,206,214,214,532
ENSG00000064999,211,93,101,185,261,562
ENSG00000065000,2089,678,856,1177,1764,3837
ENSG00000065029,569,254,255,272,365,644
ENSG00000065054,6,0,1,2,4,19
ENSG00000065057,23,9,2,1,5,304
ENSG00000065060,628,238,257,210,324,855
ENSG00000065135,1121,293,670,1026,894,2582
ENSG00000065150,3430,1002,1044,1389,3254,17445
ENSG00000065154,450,158,239,273,364,821
ENSG00000065183,244,99,114,424,2008,5337
ENSG00000065243,1771,595,515,633,453,823
ENSG00000065268,159,26,31,82,176,1595
ENSG00000065308,233,67,110,81,50,142
ENSG00000065320,0,0,0,0,2,10
ENSG00000065328,24,4,2,6,9,1863
ENSG00000065357,6434,3162,3858,3462,2256,3309
ENSG00000065361,3,2,3,5,2,0
ENSG00000065413,532,290,180,369,376,518
ENSG00000065427,6034,1500,1307,1491,2435,10682
ENSG00000065457,407,205,155,216,322,739
ENSG00000065485,68,6,8,36,213,577
ENSG00000065491,534,168,230,306,342,590
ENSG00000065518,896,199,208,287,262,1060
ENSG00000065526,4308,2105,2508,2717,4141,4708
ENSG00000065534,62,7,5,9,2,0
ENSG00000065548,4974,1527,1384,1201,1403,3733
ENSG00000065559,599,237,229,343,412,1183
ENSG00000065600,67,19,28,56,96,357
ENSG00000065609,0,0,0,0,0,0
ENSG00000065613,1595,563,797,1104,977,1589
ENSG00000065615,736,199,143,212,266,1263
ENSG00000065618,7,5,0,4,1,0
ENSG00000065621,21,18,11,11,17,13
ENSG00000065665,253,136,146,189,118,241
ENSG00000065675,1827,513,389,544,466,910
ENSG00000065717,509,150,145,100,86,250
ENSG00000065802,256,62,95,364,505,760
ENSG00000065809,10070,3173,4878,9935,9849,3334
ENSG00000065833,20,0,0,4,0,19
ENSG00000065882,1909,466,398,462,591,1282
ENSG00000065883,2306,890,864,983,883,1807
ENSG00000065911,672,170,221,668,4229,7046
ENSG00000065923,290,102,102,68,118,964
ENSG00000065970,1837,630,706,548,431,839
ENSG00000065978,12867,3159,2930,3005,4268,19468
ENSG00000065989,232,61,92,110,86,59
ENSG00000066027,1467,592,613,533,428,1119
ENSG00000066044,491,136,208,353,506,3047
ENSG00000066056,6,3,0,4,0,3
ENSG00000066084,2095,938,760,852,2379,3380
ENSG00000066117,2468,718,733,858,908,2164
ENSG00000066135,479,261,394,346,404,913
ENSG00000066136,893,297,290,628,718,1972
ENSG00000066185,36,9,2,2,2,2
ENSG00000066230,9,3,2,1,6,3
ENSG00000066248,0,0,0,1,0,7
ENSG00000066279,53,21,19,8,10,198
ENSG00000066294,822,377,435,1536,1902,478
ENSG00000066322,681,153,156,316,482,2353
ENSG00000066336,1281,317,227,217,198,81
ENSG00000066379,449,98,88,176,226,634
ENSG00000066382,28,16,4,4,4,2
ENSG00000066422,2317,1100,1308,947,1148,1984
ENSG00000066427,709,295,336,310,349,638
ENSG00000066455,334,61,97,168,218,719
ENSG00000066468,13,2,2,1,3,1
ENSG00000066557,393,195,208,252,187,820
ENSG00000066583,151,68,70,92,83,582
ENSG00000066629,1,0,7,5,35,7
ENSG00000066651,296,137,159,275,344,1408
ENSG00000066654,1826,664,573,476,475,1513
ENSG00000066697,181,34,44,55,32,234
ENSG00000066735,6,2,1,2,1,5
ENSG00000066739,929,682,922,1088,1460,2020
ENSG00000066777,3043,1328,1715,1985,2212,3382
ENSG00000066827,234,88,83,167,193,742
ENSG00000066855,227,64,98,91,146,466
ENSG00000066923,59,30,31,26,9,87
ENSG00000066926,217,70,56,80,63,448
ENSG00000066933,872,318,239,185,577,1744
ENSG00000067057,654,318,420,1639,5401,6821
ENSG00000067064,1816,874,889,789,587,1325
ENSG00000067066,5516,1840,1852,2143,2391,3341
ENSG00000067082,28638,10106,15747,13428,8704,2730
ENSG00000067113,30,22,20,35,70,151
ENSG00000067141,481,137,120,101,120,232
ENSG00000067167,6549,1762,1586,1914,1679,2356
ENSG00000067177,13,10,8,6,11,386
ENSG00000067182,1236,331,300,373,371,995
ENSG00000067191,66,20,57,33,62,209
ENSG00000067208,87,41,29,43,292,1510
ENSG00000067221,51,13,11,34,56,118
ENSG00000067225,6814,2083,2269,6573,17665,55807
ENSG00000067248,867,307,344,363,384,1291
ENSG00000067334,2404,708,1150,2005,2377,3207
ENSG00000067365,303,130,227,323,327,486
ENSG00000067369,1026,726,1207,1566,1552,2310
ENSG00000067445,15,8,9,6,7,46
ENSG00000067533,218,70,95,224,513,1458
ENSG00000067560,11296,2776,2224,2478,2789,8131
ENSG00000067596,2171,1035,1431,1056,871,1764
ENSG00000067601,56,17,9,21,16,31
ENSG00000067606,339,104,126,91,97,646
ENSG00000067646,2,0,0,0,0,0
ENSG00000067704,1393,376,258,312,528,2720
ENSG00000067715,1,1,4,0,0,0
ENSG00000067829,1210,238,325,307,251,1108
ENSG00000067836,249,71,52,42,26,121
ENSG00000067840,520,157,165,74,51,28
ENSG00000067842,7,0,1,0,0,0
ENSG00000067900,2959,1561,1633,1614,1676,3386
ENSG00000067955,1935,502,454,586,1232,3118
ENSG00000067992,607,270,303,367,323,525
ENSG00000068001,26,13,6,7,28,179
ENSG00000068024,917,414,336,347,523,794
ENSG00000068028,929,368,357,409,439,554
ENSG00000068078,0,0,0,0,0,2
ENSG00000068079,109,67,59,68,115,724
ENSG00000068097,372,103,85,58,113,1008
ENSG00000068120,658,204,171,232,243,1934
ENSG00000068137,6,7,12,7,6,8
ENSG00000068305,946,317,359,597,723,814
ENSG00000068308,2091,924,1162,1099,851,1655
ENSG00000068323,1209,425,547,798,663,625
ENSG00000068354,872,244,413,468,450,320
ENSG00000068366,1328,396,447,801,1610,3286
ENSG00000068383,284,128,124,206,284,161
ENSG00000068394,238,98,183,193,237,329
ENSG00000068400,997,576,682,902,1006,1540
ENSG00000068438,656,278,444,563,1111,2663
ENSG00000068489,129,20,14,0,0,109
ENSG00000068615,0,1,0,0,1,2
ENSG00000068650,1119,433,383,393,390,1794
ENSG00000068654,653,297,374,697,2590,4693
ENSG00000068697,2067,485,447,396,238,555
ENSG00000068724,1419,672,851,1186,1007,1435
ENSG00000068745,1804,767,1155,1020,902,916
ENSG00000068781,0,0,0,0,0,0
ENSG00000068784,312,74,54,77,124,889
ENSG00000068796,5771,1637,1367,1252,869,3806
ENSG00000068831,4893,2161,2154,1600,903,109
ENSG00000068878,3182,2138,2707,2947,2703,4397
ENSG00000068885,236,79,33,99,65,233
ENSG00000068903,863,227,438,519,492,841
ENSG00000068912,688,205,238,405,314,792
ENSG00000068971,195,88,114,157,132,180
ENSG00000068976,111,123,106,82,80,53
ENSG00000069020,1078,331,388,2153,5433,821
ENSG00000069188,240,113,137,51,35,16
ENSG00000069248,843,456,435,483,512,2055
ENSG00000069275,4459,1200,1025,809,765,2510
ENSG00000069329,1027,342,364,668,1017,3442
ENSG00000069345,3186,843,930,988,1374,2954
ENSG00000069399,3107,922,1481,1424,1182,1069
ENSG00000069424,1640,844,860,826,677,5404
ENSG00000069431,0,0,3,0,0,0
ENSG00000069482,0,0,0,0,0,19
ENSG00000069493,2237,972,1305,3075,4403,6553
ENSG00000069509,180,36,40,32,29,161
ENSG00000069535,4,2,0,0,0,0
ENSG00000069667,9832,3727,4555,4607,3302,2136
ENSG00000069696,3,5,8,7,7,10
ENSG00000069702,1660,503,557,570,949,238
ENSG00000069812,0,4,0,1,0,0
ENSG00000069849,932,211,420,689,1275,4794
ENSG00000069869,110,24,35,136,313,348
ENSG00000069943,361,122,184,198,97,501
ENSG00000069956,1669,529,634,813,1014,2285
ENSG00000069966,1193,545,748,488,236,414
ENSG00000069974,605,169,247,809,1988,3083
ENSG00000069998,156,35,46,98,367,706
ENSG00000070010,2217,846,745,567,538,3487
ENSG00000070018,159,67,47,47,71,259
ENSG00000070031,2,0,0,0,0,0
ENSG00000070047,775,454,707,960,1442,1986
ENSG00000070061,601,438,578,605,485,2375
ENSG00000070081,2467,545,381,490,649,437
ENSG00000070087,278,86,91,69,38,80
ENSG00000070159,11,0,3,3,3,12
ENSG00000070182,37,13,8,1,3,5
ENSG00000070190,359,124,149,200,235,807
ENSG00000070214,271,81,49,90,57,279
ENSG00000070269,205,61,64,138,142,234
ENSG00000070366,1589,742,642,730,783,1377
ENSG00000070367,622,286,278,561,767,2688
ENSG00000070371,17,3,8,10,6,52
ENSG00000070388,0,2,0,1,3,0
ENSG00000070404,14,4,5,4,3,45
ENSG00000070413,737,296,327,418,465,698
ENSG00000070423,2281,722,866,721,916,1853
ENSG00000070444,1584,763,754,467,803,494
ENSG00000070476,1282,414,519,649,632,595
ENSG00000070495,1250,451,650,436,412,915
ENSG00000070501,1016,408,581,967,862,1544
ENSG00000070526,96,37,53,28,33,1
ENSG00000070540,169,48,38,32,28,129
ENSG00000070601,0,1,0,0,0,0
ENSG00000070610,153,71,84,72,114,721
ENSG00000070614,150,40,35,28,9,177
ENSG00000070669,344,158,155,197,1104,2320
ENSG00000070718,1998,906,1794,2432,2004,2456
ENSG00000070729,0,0,0,0,0,0
ENSG00000070731,8,0,13,20,13,6
ENSG00000070756,161240,41286,38318,36130,34204,64753
ENSG00000070759,188,46,21,49,29,90
ENSG00000070761,1308,706,973,554,267,1036
ENSG00000070770,2455,656,605,716,951,2209
ENSG00000070778,0,2,0,0,0,0
ENSG00000070785,129,31,29,56,236,1283
ENSG00000070808,29,7,15,5,1,0
ENSG00000070814,866,349,591,655,1974,5830
ENSG00000070831,12970,3031,2708,2984,2463,4895
ENSG00000070882,462,220,264,1065,1741,1655
ENSG00000070886,0,0,0,1,0,0
ENSG00000070915,0,0,0,0,0,1
ENSG00000070950,392,132,118,164,210,1846
ENSG00000070961,2458,1151,2071,3620,1784,1112
ENSG00000070985,4,0,3,2,1,1
ENSG00000071051,2486,659,561,982,883,1443
ENSG00000071054,6413,1860,1687,3021,5132,2819
ENSG00000071073,3897,1207,1008,1301,996,1396
ENSG00000071082,47845,9577,7824,7254,8266,14935
ENSG00000071127,3991,1647,1773,4291,5636,10744
ENSG00000071189,1153,571,537,579,621,1311
ENSG00000071205,238,123,154,172,197,270
ENSG00000071242,199,59,76,62,54,166
ENSG00000071243,619,216,294,284,261,646
ENSG00000071246,72,35,41,59,71,75
ENSG00000071282,4,3,9,5,1,37
ENSG00000071462,1865,801,807,949,1616,2998
ENSG00000071537,1137,611,784,1031,1347,2729
ENSG00000071539,18,13,10,56,69,732
ENSG00000071553,1117,269,317,368,424,1218
ENSG00000071564,1103,313,350,359,785,2415
ENSG00000071575,1701,465,381,288,413,61
ENSG00000071626,2274,828,994,1130,2019,4475
ENSG00000071655,180,73,103,129,476,1312
ENSG00000071794,72,56,31,111,97,1055
ENSG00000071859,549,182,216,219,323,1330
ENSG00000071889,610,199,192,155,157,445
ENSG00000071894,1831,550,568,516,748,2692
ENSG00000071909,2,1,1,0,0,17
ENSG00000071967,40,12,7,3,5,8
ENSG00000071994,1172,266,292,556,1056,3268
ENSG00000072042,642,174,200,277,259,1109
ENSG00000072062,1241,323,293,223,151,1254
ENSG00000072071,571,221,310,283,318,758
ENSG00000072110,2794,1192,1386,1276,1022,2760
ENSG00000072121,604,343,471,566,686,1242
ENSG00000072133,2,0,2,12,7,12
ENSG00000072134,104,61,44,109,112,251
ENSG00000072135,1194,230,242,170,137,674
ENSG00000072163,111,28,32,33,16,117
ENSG00000072182,0,0,0,0,0,0
ENSG00000072195,122,51,90,35,17,16
ENSG00000072201,9,3,6,6,2,3
ENSG00000072210,274,129,111,66,46,742
ENSG00000072274,2541,1491,2029,2629,5200,18787
ENSG00000072310,1539,837,1021,1306,1105,991
ENSG00000072315,0,1,0,0,1,0
ENSG00000072364,3968,1880,2512,2884,2287,2279
ENSG00000072401,250,102,198,230,266,405
ENSG00000072415,405,163,136,179,117,606
ENSG00000072422,31,3,0,3,0,0
ENSG00000072501,1937,832,1071,1243,1521,6713
ENSG00000072506,379,94,108,147,255,1854
ENSG00000072518,1108,457,422,563,1152,1291
ENSG00000072571,38,10,14,4,0,207
ENSG00000072609,1215,703,622,798,1064,1644
ENSG00000072657,0,0,0,0,0,0
ENSG00000072682,3,0,1,3,2,74
ENSG00000072694,5,5,1,1,4,8
ENSG00000072736,3886,1055,937,1065,1002,2164
ENSG00000072756,466,157,237,412,661,1514
ENSG00000072778,1963,784,937,723,799,3727
ENSG00000072786,5586,2056,1950,2030,2454,2437
ENSG00000072803,1088,513,517,1048,1358,1907
ENSG00000072818,3849,1317,1248,839,461,1581
ENSG00000072832,0,0,1,1,0,0
ENSG00000072840,15,12,7,16,13,42
ENSG00000072849,1242,432,475,542,468,1613
ENSG00000072858,716,309,346,298,184,347
ENSG00000072864,2932,1014,1228,1048,589,999
ENSG00000072952,16,4,7,0,0,0
ENSG00000072954,15,3,3,2,2,13
ENSG00000072958,717,248,294,595,831,2156
ENSG00000073008,31,8,3,16,31,345
ENSG00000073050,652,195,161,167,151,480
ENSG00000073060,56,9,15,11,6,506
ENSG00000073067,0,2,0,1,0,0
ENSG00000073111,248,61,62,71,68,6655
ENSG00000073146,2,0,0,0,1,0
ENSG00000073150,22,2,6,0,4,32
ENSG00000073169,190,114,148,115,228,295
ENSG00000073282,10,0,0,2,1,2
ENSG00000073331,197,115,105,79,108,253
ENSG00000073350,328,139,114,120,34,295
ENSG00000073417,725,424,512,590,669,1017
ENSG00000073464,10,5,2,1,1,4
ENSG00000073536,202,64,68,345,792,1007
ENSG00000073578,3360,1460,1512,1230,992,2144
ENSG00000073584,1240,304,261,389,380,1214
ENSG00000073598,0,0,0,0,0,0
ENSG00000073605,271,154,119,101,73,345
ENSG00000073614,3986,2035,2427,2447,1811,2988
ENSG00000073670,4,1,0,1,2,3
ENSG00000073711,36,4,8,9,14,25
ENSG00000073712,12,4,3,40,23,21
ENSG00000073737,8,0,16,32,40,56
ENSG00000073756,201,129,147,161,85,256
ENSG00000073792,60,24,12,20,25,37
ENSG00000073803,133,37,42,79,88,317
ENSG00000073849,863,214,252,758,1407,2727
ENSG00000073861,359,126,139,235,1605,2206
ENSG00000073905,1,0,1,2,5,9
ENSG00000073910,1104,445,350,285,235,124
ENSG00000073921,5655,1791,1719,2260,2931,4749
ENSG00000073969,129,70,80,73,58,584
ENSG00000074047,0,0,0,0,0,2
ENSG00000074054,2142,967,1145,1290,1510,4197
ENSG00000074071,276,89,62,53,77,1078
ENSG00000074181,1,2,1,2,0,7
ENSG00000074201,2536,647,464,600,761,2862
ENSG00000074211,0,0,1,0,0,0
ENSG00000074219,2,0,1,2,0,1
ENSG00000074266,441,271,359,462,464,4845
ENSG00000074276,15,6,15,9,7,1
ENSG00000074319,662,289,313,444,427,1457
ENSG00000074356,1090,399,400,603,762,1239
ENSG00000074370,4299,1521,1493,1253,941,1894
ENSG00000074410,0,0,1,0,0,0
ENSG00000074416,80,28,12,14,28,123
ENSG00000074527,4,4,1,6,22,0
ENSG00000074582,90,47,20,78,229,590
ENSG00000074590,6,0,1,0,0,0
ENSG00000074603,1635,529,526,572,476,1733
ENSG00000074621,134,36,44,95,38,112
ENSG00000074657,80,18,47,29,29,58
ENSG00000074660,35,14,40,15,78,82
ENSG00000074695,964,338,376,444,741,5698
ENSG00000074696,400,160,152,183,343,2160
ENSG00000074706,2772,838,751,1069,988,266
ENSG00000074755,3827,1992,2225,2460,2427,3097
ENSG00000074800,4436,1050,1248,2720,11386,62060
ENSG00000074842,636,154,150,261,404,1686
ENSG00000074855,293,96,92,58,27,44
ENSG00000074935,303,182,158,224,682,805
ENSG00000074964,74,24,3,16,22,15
ENSG00000074966,1702,700,553,457,497,85
ENSG00000075043,2,0,0,0,0,0
ENSG00000075073,2,3,1,2,0,0
